"(64.95833333333334, 1)","(63.81104651162791, 3)","(62.666666666666664, 5)","(62.32692307692308, 15)","(61.426829268292686, 13)","(60.27777777777778, 7)","(59.17796610169491, 10)","(57.2609649122807, 2)","(56.707044673539514, 6)","(55.41161616161616, 16)"
"(50.0698051948052, 756)","(49.89795918367347, 1540)","(49.66129032258065, 430)","(49.25714285714285, 880)","(48.92156862745098, 2003)","(48.91358024691358, 1671)","(48.910714285714285, 4891)","(48.625, 5547)","(48.47674418604651, 562)","(48.3117816091954, 2897)"
"(48.44166666666666, 3460)","(43.234234234234236, 4821)","(41.25, 4659)","(40.669117647058826, 2539)","(40.33333333333333, 1768)","(40.32295783926219, 3764)","(40.28195488721804, 4332)","(40.063291139240505, 4591)","(39.47357723577235, 2495)","(39.20833333333333, 2239)"
"(39.70833333333333, 4426)","(39.329301075268816, 5430)","(36.07371794871795, 745)","(36.00041254125412, 401)","(35.294141914191414, 3397)","(35.20833333333333, 537)","(34.89492753623188, 4591)","(34.24780701754386, 3983)","(33.70464135021097, 2748)","(33.65023474178403, 2743)"
"(58.48184818481848, 2267)","(52.70580808080808, 5290)","(51.77155172413793, 3024)","(51.558510638297875, 4590)","(51.416666666666664, 4282)","(50.97222222222222, 3715)","(50.86764705882353, 3804)","(50.845238095238095, 4107)","(50.375, 2323)","(50.342696629213485, 5904)"
"(74.61439393939395, 2545)","(64.58088235294117, 1101)","(53.333333333333336, 1177)","(50.3780303030303, 2882)","(46.103070175438596, 1063)","(43.948621553884706, 5450)","(42.52380952380952, 3570)","(42.04330065359477, 5234)","(41.93214285714286, 1446)","(41.875, 2142)"
"(61.904761904761905, 2849)","(61.778985507246375, 4816)","(51.88095238095238, 634)","(50.73611111111111, 5719)","(46.541666666666664, 4276)","(43.23497267759563, 1678)","(42.58333333333333, 3267)","(42.52873563218391, 2675)","(41.71969696969697, 989)","(41.375, 1671)"
"(48.9344262295082, 2626)","(48.33244680851064, 1699)","(47.848684210526315, 2270)","(46.85201149425288, 4703)","(46.023514851485146, 4729)","(45.4078947368421, 4953)","(45.0, 2929)","(44.520114942528735, 3675)","(43.98611111111111, 1915)","(43.926029962546814, 1170)"
"(49.25, 3335)","(46.892543859649116, 2568)","(45.09083850931677, 4799)","(44.59098639455782, 6000)","(44.148809523809526, 5897)","(43.98611111111111, 4325)","(43.78525641025641, 3581)","(43.622899159663866, 3819)","(43.600050658561294, 5100)","(43.02715355805243, 5155)"
"(66.8763197586727, 1966)","(61.69230769230769, 2080)","(48.983585858585855, 4830)","(48.01214979988565, 296)","(47.90422077922078, 4829)","(46.556329849012776, 1817)","(46.368589743589745, 4823)","(46.34686147186147, 1434)","(46.2088000995768, 996)","(46.082044673539514, 5419)"
"(64.18333333333334, 5389)","(61.50263713080169, 6041)","(59.02489177489178, 5390)","(49.270114942528735, 607)","(47.91526610644258, 4490)","(47.45640283140283, 5678)","(45.92261904761905, 1632)","(44.55392156862745, 4767)","(43.35745614035088, 3363)","(43.244623655913976, 4856)"
"(81.68607305936072, 3750)","(65.63492063492063, 1957)","(55.795197740113, 3792)","(54.24007936507937, 2731)","(54.088050314465406, 1884)","(49.22370766488414, 590)","(47.72303921568627, 4970)","(47.38440860215053, 4883)","(47.213652482269495, 5000)","(46.091315983757845, 1057)"
"(65.63492063492063, 1956)","(58.462643678160916, 3750)","(53.33333333333333, 1884)","(53.08333333333333, 3792)","(51.06547619047619, 2731)","(44.04761904761905, 2046)","(44.013565891472865, 4496)","(44.00833333333333, 3184)","(43.08333333333333, 4315)","(43.08333333333333, 4123)"
"(45.76535087719298, 3545)","(42.27777777777778, 5317)","(41.66542288557214, 813)","(40.96212121212121, 3437)","(40.502192982456144, 3735)","(40.18777056277057, 5216)","(39.68939393939394, 3254)","(39.43817204301075, 3583)","(38.86111111111111, 1024)","(37.98529411764706, 4469)"
"(38.65295358649789, 878)","(38.30522328548644, 1873)","(35.189516129032256, 2167)","(34.340375586854464, 3046)","(34.04166666666667, 3713)","(34.009408602150536, 3164)","(33.97376543209876, 5887)","(33.13960481099656, 4374)","(32.80022831050228, 2488)","(32.759103641456576, 1326)"
"(53.398648648648646, 4837)","(52.402472527472526, 3420)","(52.266304347826086, 2833)","(51.9953007518797, 2543)","(51.94101123595506, 4415)","(51.591053748231964, 5271)","(51.25803212851406, 188)","(51.236486486486484, 4475)","(51.09920634920635, 4018)","(51.095588235294116, 5272)"
"(85.625, 3185)","(35.77523474178403, 5174)","(30.788120567375884, 1551)","(29.960093896713612, 3523)","(29.273809523809522, 2275)","(26.37145390070922, 1694)","(25.87145390070922, 6119)","(25.42528735632184, 1481)","(22.86938202247191, 5064)","(21.75, 954)"
"(78.39864864864865, 1020)","(53.78323970037453, 532)","(51.86261261261261, 74)","(51.75936329588015, 75)","(50.80022831050228, 2096)","(50.670197740113, 2098)","(49.51992753623188, 77)","(48.91994382022472, 3671)","(48.63652482269503, 5119)","(46.37824675324675, 5854)"
"(48.835396039603964, 1338)","(48.62244897959184, 1830)","(48.548469387755105, 2693)","(48.39564220183486, 749)","(48.39148351648352, 1437)","(48.329787234042556, 5289)","(48.31818181818182, 1769)","(47.205882352941174, 1745)","(47.01190476190476, 3884)","(46.95, 3366)"
"(56.85526315789474, 4639)","(55.99324324324324, 3859)","(52.51937984496124, 69)","(51.62665016501651, 70)","(50.29455445544554, 4117)","(47.82692307692308, 4216)","(47.416666666666664, 4135)","(47.3031914893617, 4402)","(47.035714285714285, 3648)","(46.34139784946237, 4640)"
"(74.10064935064935, 4287)","(60.69230769230769, 1913)","(54.77152623798965, 2592)","(53.53832442067736, 1759)","(52.43627450980392, 2656)","(51.986111111111114, 2508)","(48.33333333333333, 1757)","(47.38233137829913, 2829)","(47.21639784946237, 5271)","(47.20215311004785, 4291)"
"(67.81749622926094, 1954)","(58.026965002868614, 2080)","(47.94827586206897, 5862)","(46.86486486486486, 1788)","(46.67572463768116, 4830)","(45.81547619047619, 4821)","(45.26785714285714, 4829)","(45.116883116883116, 1564)","(44.23039215686274, 296)","(44.19444444444444, 4698)"
"(47.541666666666664, 5412)","(47.541666666666664, 4978)","(46.54761904761905, 3098)","(45.783084163898124, 5210)","(45.736111111111114, 2954)","(45.51923076923077, 4074)","(44.706932773109244, 5205)","(44.625, 2884)","(44.339285714285715, 1044)","(44.125, 691)"
"(45.164855072463766, 1536)","(42.33333333333333, 1043)","(42.269379844961236, 5392)","(42.17156862745098, 2324)","(40.949186991869915, 1142)","(40.851190476190474, 1594)","(40.27162447257384, 2384)","(39.91421568627451, 2117)","(39.87820512820513, 1196)","(39.571969696969695, 3826)"
"(60.21186440677966, 539)","(51.618686868686865, 783)","(49.65935672514619, 168)","(46.588615023474176, 2993)","(43.47739018087856, 2007)","(41.19282945736434, 2356)","(40.844298245614034, 200)","(40.6593137254902, 1531)","(40.611111111111114, 195)","(40.33333333333333, 530)"
"(46.223684210526315, 4703)","(45.887614678899084, 4729)","(44.228070175438596, 1359)","(44.140306122448976, 2929)","(43.9775641025641, 2347)","(43.853070175438596, 3675)","(43.75, 1315)","(43.36309523809524, 5601)","(43.33585858585859, 3534)","(43.2312925170068, 1915)"
"(55.62557603686636, 4098)","(52.5530303030303, 2590)","(52.03703703703704, 1769)","(50.75595238095238, 2929)","(50.56559405940594, 3733)","(50.416666666666664, 1830)","(50.18112244897959, 2966)","(50.012614678899084, 2577)","(49.636904761904766, 2477)","(49.517857142857146, 2301)"
"(62.083333333333336, 1424)","(55.33114035087719, 1064)","(53.66025641025641, 1611)","(53.37403100775194, 1024)","(44.479957805907176, 2242)","(44.432539682539684, 4646)","(43.666666666666664, 4386)","(43.134803921568626, 4497)","(42.70833333333333, 1056)","(42.38365800865801, 5371)"
"(57.163437655240934, 1784)","(46.23774509803921, 276)","(45.731884057971016, 568)","(44.705128205128204, 1470)","(44.64912280701754, 1866)","(44.42028985507246, 1459)","(44.31944444444444, 1350)","(44.06547619047619, 2738)","(44.0, 449)","(43.80286069651741, 373)"
"(66.84210526315789, 1975)","(64.40639269406392, 1800)","(52.80110062893082, 503)","(52.42349726775956, 1406)","(50.59935897435898, 504)","(49.84090909090909, 4218)","(49.21052631578947, 1459)","(48.083333333333336, 2612)","(47.95833333333333, 502)","(45.03525641025641, 2571)"
"(72.98245614035088, 1974)","(68.78787878787878, 1800)","(57.18013468013468, 1406)","(53.90036231884058, 503)","(51.19444444444444, 2612)","(50.583333333333336, 4218)","(50.42959770114942, 504)","(49.157407407407405, 3336)","(49.0, 1459)","(48.488351254480285, 3872)"
"(47.54331683168317, 280)","(46.30385487528345, 2213)","(45.541666666666664, 1395)","(45.15134099616858, 5567)","(44.830198537095086, 5901)","(44.560874704491724, 3826)","(44.17534213098729, 4812)","(43.53787878787879, 4676)","(43.0530303030303, 772)","(42.94667832167833, 5004)"
"(49.03260869565217, 167)","(47.25, 253)","(47.13575268817204, 156)","(46.951219512195124, 726)","(46.85227272727273, 48)","(46.651315789473685, 155)","(46.5, 580)","(46.36413043478261, 40)","(45.74074074074074, 2372)","(45.1376582278481, 68)"
"(56.28070175438596, 1779)","(49.36872759856631, 1137)","(47.353120759837175, 4049)","(46.6688596491228, 1042)","(46.503787878787875, 2712)","(45.903688524590166, 3411)","(45.892857142857146, 2430)","(45.88306451612903, 3915)","(45.568146417445476, 3334)","(45.28333333333333, 3611)"
"(50.75730240549828, 4172)","(48.5, 5805)","(47.89705882352941, 4455)","(47.67043399638336, 4576)","(47.55072463768116, 1998)","(47.31410256410256, 3661)","(46.97794117647059, 5387)","(46.625, 5108)","(46.45454545454545, 1410)","(46.16540404040404, 5053)"
"(44.681372549019606, 257)","(44.062734082397, 256)","(41.76134585289515, 5825)","(41.394841269841265, 65)","(40.97222222222222, 3724)","(40.969298245614034, 167)","(40.96774193548387, 823)","(40.93055555555556, 343)","(40.83616283315079, 998)","(40.82479919678715, 402)"
"(44.29656862745098, 5428)","(44.15474255791157, 4449)","(43.445814923907704, 5438)","(42.56765018607124, 3133)","(42.239959839357425, 4166)","(42.22149122807018, 5100)","(41.734299516908216, 267)","(41.72222222222222, 5750)","(41.36813186813187, 5474)","(41.08825828642902, 2947)"
"(48.973639455782305, 2493)","(48.10220125786163, 4392)","(47.68859649122807, 3875)","(46.59469696969697, 5072)","(45.72826086956522, 3574)","(45.33333333333333, 1685)","(44.75, 4703)","(44.1869918699187, 2311)","(44.047619047619044, 1615)","(43.83578431372549, 309)"
"(49.80650684931507, 2422)","(48.55952380952381, 3886)","(48.5594262295082, 5547)","(48.55555555555556, 1625)","(48.0, 2861)","(47.875, 2415)","(47.68297101449275, 5806)","(47.66267123287671, 6088)","(47.63636363636364, 1671)","(47.607142857142854, 4179)"
"(41.05691056910569, 786)","(38.705321285140556, 5467)","(38.404320987654316, 1220)","(37.55383895131086, 680)","(37.34580498866213, 1918)","(37.19117647058823, 682)","(37.054263565891475, 3669)","(36.940785405071125, 4374)","(36.51022012578616, 4797)","(36.43872549019608, 576)"
"(51.32923497267759, 4430)","(45.891666666666666, 5357)","(45.30527210884354, 5303)","(45.29545454545455, 4147)","(45.15833333333333, 5020)","(44.88095238095239, 1337)","(44.666666666666664, 1580)","(44.625, 3567)","(44.608333333333334, 2601)","(44.483333333333334, 4676)"
"(50.43689320388349, 2050)","(49.84239130434783, 4659)","(49.275, 1768)","(48.91304347826087, 2239)","(48.19444444444444, 3700)","(47.70328282828283, 2700)","(47.51136363636364, 2081)","(47.45564516129032, 2754)","(47.298469387755105, 3386)","(47.04896907216495, 3515)"
"(54.72744360902256, 3578)","(53.929104477611936, 3851)","(52.74482401656314, 3887)","(51.77176034348165, 4623)","(51.04589093701997, 5681)","(50.853658536585364, 1838)","(50.65727699530517, 2031)","(50.63492063492064, 1913)","(50.60539215686275, 5659)","(50.52777777777778, 4366)"
"(53.81666666666666, 4342)","(51.04651162790698, 1792)","(50.86666666666667, 1520)","(50.65813253012048, 2958)","(50.5, 2859)","(50.464285714285715, 3341)","(50.425925925925924, 364)","(50.4054054054054, 2136)","(50.39325842696629, 1617)","(50.31777108433735, 3675)"
"(60.39934456928839, 3111)","(43.88425925925926, 4724)","(42.04931972789115, 3501)","(41.45650183150183, 4920)","(41.03333333333333, 5948)","(40.75, 5906)","(40.37103174603175, 5314)","(39.40277777777778, 5134)","(39.19362745098039, 4547)","(38.23015873015873, 6054)"
"(60.855421686746986, 2129)","(48.904761904761905, 1415)","(48.878205128205124, 3703)","(47.81547619047619, 5368)","(47.08179012345679, 4922)","(46.11111111111111, 2163)","(46.01293103448276, 2401)","(45.95727848101266, 3395)","(45.807377049180324, 4274)","(45.494565217391305, 5329)"
"(48.47270114942529, 4381)","(47.24999999999999, 360)","(47.03260869565217, 1355)","(46.29040404040404, 5425)","(46.189862542955325, 1053)","(45.39102564102564, 2502)","(44.357843137254896, 962)","(43.88939393939394, 5319)","(43.732142857142854, 1409)","(43.550278622087134, 4827)"
"(61.196886446886445, 3691)","(50.75, 4224)","(50.425, 5156)","(49.25, 188)","(48.96052631578947, 4085)","(48.62096774193549, 4881)","(48.56278538812786, 4710)","(48.34649122807018, 4674)","(47.78921568627451, 4018)","(47.758620689655174, 1998)"
"(40.87957875457876, 2809)","(37.99780701754386, 4680)","(36.13095238095238, 3801)","(36.023102310231025, 2303)","(35.93055555555556, 4921)","(35.71212121212121, 5875)","(35.69751082251082, 3266)","(35.638513513513516, 5271)","(35.16483516483516, 1538)","(34.93194205393, 5329)"
"(70.87557603686636, 1664)","(65.12752525252526, 1247)","(52.441901408450704, 272)","(52.14568040654997, 1629)","(51.9265873015873, 750)","(51.77777777777778, 4621)","(50.72722021297971, 6104)","(50.27600250626566, 3201)","(50.19047619047619, 5358)","(49.6489898989899, 3607)"
"(50.82661290322581, 365)","(50.717696629213485, 2577)","(49.89795918367347, 4411)","(49.01293103448276, 1634)","(48.5787037037037, 5346)","(48.01225490196079, 4992)","(47.875, 5512)","(47.02699530516432, 1523)","(46.4890350877193, 5543)","(46.388888888888886, 971)"
"(55.0548033526757, 1157)","(49.45098039215686, 1399)","(47.82909604519774, 816)","(47.20833333333333, 1844)","(47.20833333333333, 1426)","(46.77777777777777, 4752)","(46.33730158730159, 910)","(46.089285714285715, 314)","(45.48717948717948, 4822)","(45.080882352941174, 313)"
"(46.73550724637681, 3517)","(44.37827715355805, 5378)","(44.01030927835051, 6105)","(43.87134502923977, 5918)","(43.69616977225673, 885)","(43.171113023522665, 3993)","(43.1045321637427, 4797)","(42.70295698924731, 3232)","(41.45959595959596, 5894)","(40.470238095238095, 2225)"
"(49.875, 2552)","(49.23118279569893, 6033)","(49.19845360824742, 188)","(49.11479591836735, 4766)","(48.53787878787879, 4837)","(48.51470588235294, 4085)","(48.35618279569893, 4888)","(48.23979591836735, 4583)","(48.22050561797753, 5386)","(48.08734939759036, 3484)"
"(52.48507462686567, 433)","(49.51180387409201, 1364)","(49.37896825396825, 3086)","(48.763888888888886, 2872)","(48.43421052631579, 3355)","(47.28214285714285, 5374)","(46.51388888888889, 863)","(45.776119402985074, 4728)","(43.797619047619044, 3776)","(43.351190476190474, 1891)"
"(50.82738095238095, 987)","(43.762931034482754, 5797)","(42.94827586206896, 433)","(42.342948717948715, 3225)","(39.27380952380952, 1706)","(39.164855072463766, 2102)","(38.15820438426822, 5771)","(38.153153153153156, 2485)","(38.09963768115942, 2167)","(37.93589743589744, 6049)"
"(83.57523419203747, 2423)","(75.91666666666666, 3413)","(72.9126984126984, 6053)","(72.64069264069263, 1796)","(67.40441176470588, 4545)","(53.467948717948715, 964)","(48.17857142857143, 954)","(46.98026315789474, 1384)","(45.068407960198996, 5206)","(44.29108885464817, 302)"
"(41.754629629629626, 513)","(41.05110062893081, 4597)","(39.6780303030303, 864)","(39.22282608695652, 4706)","(38.560534591194966, 283)","(38.52674129353234, 285)","(38.348684210526315, 284)","(38.15036231884058, 240)","(38.0813492063492, 236)","(38.041666666666664, 224)"
"(82.56410256410257, 1540)","(64.49404761904762, 3394)","(50.800925925925924, 756)","(50.68560606060606, 4891)","(49.78021978021978, 880)","(49.02272727272727, 4373)","(48.89655172413793, 1671)","(48.666666666666664, 1542)","(48.5, 430)","(48.416666666666664, 3698)"
"(45.541666666666664, 518)","(41.122549019607845, 5280)","(40.507183908045974, 2063)","(39.77696078431372, 2708)","(39.666666666666664, 3673)","(39.30286069651741, 3354)","(39.01360544217687, 4698)","(38.94907407407407, 5011)","(38.35852713178294, 413)","(38.33333333333333, 4023)"
"(46.63050314465409, 4147)","(46.47727272727273, 751)","(46.12931034482759, 4199)","(45.330882352941174, 3855)","(44.98731884057971, 5049)","(44.27412280701754, 5749)","(43.73873873873874, 1580)","(43.6231884057971, 1536)","(43.5, 5281)","(43.44209956709957, 2491)"
"(54.92997198879552, 2339)","(54.106951871657756, 1671)","(53.166666666666664, 756)","(51.54807692307692, 5547)","(50.95034246575342, 423)","(50.62328767123287, 562)","(50.432377049180324, 2858)","(50.083333333333336, 4179)","(50.083333333333336, 3886)","(50.081896551724135, 3096)"
"(44.388888888888886, 783)","(42.08204134366925, 1969)","(40.49404761904762, 972)","(39.992063492063494, 402)","(37.6780303030303, 2993)","(36.97444831591173, 2661)","(36.837046204620464, 200)","(36.83333333333333, 2810)","(36.49358974358974, 539)","(36.40427927927928, 1531)"
"(37.75263713080169, 1777)","(36.55573593073593, 1522)","(36.43737060041408, 2014)","(36.041666666666664, 1782)","(35.75953815261044, 976)","(34.988095238095234, 931)","(34.86417748917749, 2117)","(33.6547619047619, 1060)","(33.611471861471856, 2324)","(33.268410852713174, 5724)"
"(50.69059405940594, 4194)","(50.21181765389082, 3274)","(49.68981481481482, 1042)","(49.58516483516483, 4610)","(49.06372549019608, 3976)","(48.55968468468468, 2824)","(48.53947368421053, 4133)","(48.33179012345679, 2361)","(48.19086021505376, 4197)","(48.142857142857146, 5847)"
"(60.40261044176707, 3674)","(40.391025641025635, 3760)","(39.83018207282913, 1171)","(39.14239926739927, 2942)","(39.127283105022826, 2864)","(38.613945578231295, 2453)","(37.73997890295358, 2757)","(37.53603603603604, 3749)","(37.40833333333333, 5261)","(37.39612135176651, 4271)"
